Tên công việc,Địa điểm,Ngày cập nhật,Ngành nghề,Hình thức,Lương,Kinh nghiệm,Cấp bậc,Hết hạn nộp,Tên công ty,Địa chỉ công ty,Người liên hệ,Qui mô công ty,Loại hình hoạt động
KẾ TOÁN KHO- THU NHẬP 12TR - TUYỂN NAM,['Hồ Chí Minh'],13/11/2024,Kế toán / Kiểm toán,Nhân viên chính thức,10 Tr - 12 Tr VND,2 - 3 Năm,Nhân viên,12/12/2024,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI SẢN XUẤT MAY PHI LOAN,"357/2A Hà Chương, P. Trung Mỹ Tây, Quận 12, Tp. Hồ Chí Minh",Phòng Nhân sự,25-99,Trách nhiệm hữu hạn
Regulatory Affairs Officer (Cosmetics),['Hồ Chí Minh'],13/11/2024,"Tư vấn , Luật / Pháp lý , Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,1 - 5 Năm,Nhân viên,12/12/2024,CÔNG TY TNHH AN HẢI VN,"P 3.02, lầu 3, Satra Đồng Khởi Building, 58 Đồng Khởi, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",HR.Dept,100-499,Trách nhiệm hữu hạn
HIỆU TRƯỞNG MẦM NON,"['Hồ Chí Minh', 'Bình Dương']",17/11/2024,"Giáo dục / Đào tạo , Quản lý điều hành , Ngành khác",Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Quản lý,16/12/2024,CÔNG TY CỔ PHẦN VISION EDUCATION,"B01-07 Khu Căn Hộ Hoàng Anh Gia Lai, 37 Nguyễn Văn Hưởng, P. Thảo Điền",Ms Trâm,25-99,Cổ phần
Quản lý chi nhánh,['Hồ Chí Minh'],11/11/2024,"Dịch vụ khách hàng , Quản lý điều hành , Nhà hàng / Khách sạn",Nhân viên chính thức,15 Tr - 25 Tr VND,Trên 2 Năm,Quản lý,10/12/2024,CÔNG TY TNHH NHÀ HÀNG LỘC VÀNG,"306 Bông Sao, Phường 5, Quận 8, Tp.HCM",Phòng nhân sự,25-99,Trách nhiệm hữu hạn
Marketing Executive (Tiếng Trung),['Hồ Chí Minh'],10/11/2024,Tiếp thị / Marketing,Nhân viên chính thức,12 Tr - 16 Tr VND,3 - 5 Năm,Nhân viên,09/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN GOLDEN GATE - CHI NHÁNH MIỀN NAM,"7th Floor, Giga Mall, 240-242 Pham Van Dong Street, Hiep Binh Chanh Ward, Thu Duc District, HCMC",Phòng Nhân Sự,,Cổ phần
Kế Toán Trưởng,['Hồ Chí Minh'],04/12/2024,Kế toán / Kiểm toán,Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Quản lý,31/12/2024,CÔNG TY TNHH KIẾN VƯƠNG,"Lô 22, Đường Số 7, KCN Tân Tạo, Phường Tân Tạo A, Quận Bình Tân",Nguyễn Huệ Lan,300,Trách nhiệm hữu hạn
Mua hàng nội bộ,['Hồ Chí Minh'],04/12/2024,"Kế toán / Kiểm toán , Sản xuất / Vận hành sản xuất , Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,Chưa có kinh nghiệm,Nhân viên,31/01/2025,TẬP ĐOÀN KIM TÍN,"69 Nguyễn Thi, Phường 13, Quận 5, HCM",KIM TIN GROUP,1.000-4.999,Cổ phần
Trưởng Phòng Logistics - Xuất nhập khẩu,['Hồ Chí Minh'],09/12/2024,"Xuất nhập khẩu , Sản xuất / Vận hành sản xuất , Nội ngoại thất",Nhân viên chính thức,Cạnh tranh,7 - 10 Năm,Trưởng nhóm / Giám sát,02/01/2025,CÔNG TY TNHH THƯƠNG MẠI GIẢI PHÁP ƯU VIỆT,"A25-26 KDC Kim Sơn, Đường Nguyễn Hữu Thọ, Phường Tân Phong, Quận 7, TP.HCM",Bộ phận Tuyển dụng Công ty Ưu Việt Solutions,,Trách nhiệm hữu hạn
Chuyên viên Cao cấp Báo cáo Thống kê - Khối Tài chính Kế hoạch - Hội sở HDBank (HCM),['Hồ Chí Minh'],02/12/2024,"Bán hàng / Kinh doanh , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,20 Tr - 30 Tr VND,3 - 8 Năm,Nhân viên,31/12/2024,NGÂN HÀNG TMCP PHÁT TRIỂN TP.HCM (HDBANK),"25bis Nguyễn Thị Minh Khai, P. Bến Nghé, Q. 1, Tp. HCM",Phòng Tuyển dụng,,Cổ phần
Thực tập sinh Hành chính Nhân sự,['Hồ Chí Minh'],09/12/2024,"Hành chính / Thư ký , Nhân sự , Dệt may / Da giày / Thời trang",Thực tập,2 Tr - 4 Tr VND,,Mới tốt nghiệp,31/12/2024,HỘ KINH DOANH LSOUL,"480F Cao Thắng, P12, Q10",HR LSOUL,25-99,Cá nhân
Quản Lý Sản Xuất (Phó quản đốc)- Xưởng SX Inox- sắt,['Hồ Chí Minh'],09/12/2024,"Cơ khí / Ô tô / Tự động hóa , Dệt may / Da giày / Thời trang , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,20 Tr - 25 Tr VND,3 - 5 Năm,Trưởng nhóm / Giám sát,02/01/2025,CÔNG TY TNHH SX-TM-DV QUI PHÚC,"111/39/4 Tây Lân, Phường Tân Tạo, Quận Bình Tân, TP. Hồ Chí Minh",Bộ Phận Tuyển Dụng,1.000-4.999,Trách nhiệm hữu hạn
Quản lý kinh doanh khu vực (Area Sales Manager – ASM),"['Hà Nội', 'Hồ Chí Minh', 'Đà Nẵng']",30/11/2024,"Dược phẩm , Y tế / Chăm sóc sức khỏe , Quản lý điều hành",Nhân viên chính thức,20 Tr - 35 Tr VND,3 - 7 Năm,Trưởng nhóm / Giám sát,31/12/2024,CÔNG TY TNHH VẠN NIÊN,"97-99 Láng Hạ, Đống Đa, Hà Nội",P. Hành chính,100-499,Trách nhiệm hữu hạn
Sales Support Intern,['Hồ Chí Minh'],05/12/2024,Mới tốt nghiệp / Thực tập,Thực tập,Cạnh tranh,,Sinh viên/ Thực tập sinh,12/12/2024,DAIKIN AIR CONDITIONING (VIETNAM) JOINT STOCK COMPANY,HCM,Trương Trần Ngọc Trang,,Cổ phần
Tiktok Content Creator,['Hồ Chí Minh'],05/12/2024,Tiếp thị / Marketing,Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 3 Năm,Nhân viên,28/12/2024,DR.BAUMANN VIETNAM - CÔNG TY TNHH DƯỢC MỸ PHẨM D&D,"397B Võ Văn Tần, Phường 5, Quận 3, TP Hồ Chí Minh",Mr. Dũng,25-99,Trách nhiệm hữu hạn
LỄ TÂN THU NGÂN,"['Hồ Chí Minh', 'Hà Nội']",05/12/2024,"Nhà hàng / Khách sạn , Dịch vụ khách hàng , Lao động phổ thông",Nhân viên chính thức,"9,6 Tr - 18 Tr VND",,Nhân viên,31/12/2024,CÔNG TY CỔ PHẦN A25 HOTEL,"Số 98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",HR Dept,1.000-4.999,Cổ phần
Nhân viên kế toán,['Hồ Chí Minh'],02/12/2024,"Thực phẩm & Đồ uống , Kế toán / Kiểm toán",Nhân viên chính thức,8 Tr - 10 Tr VND,,Nhân viên,08/12/2024,SAN MIGUEL BREWERY VIETNAM,"180 Nguyễn Văn Trỗi, Phường 08, quận Phú Nhuận",Phòng Nhân Sự,,100% vốn nước ngoài
"[URGENT/TAN BINH IP, TAY THANH] Warehouse Customer Service Specialist",['Hồ Chí Minh'],03/12/2024,"Vận chuyển / Giao nhận / Kho vận , Dịch vụ khách hàng",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,08/12/2024,CÔNG TY TNHH DSV SOLUTIONS,"Tầng 3 Tòa nhà Republic Plaza, số 18E đường Cộng Hòa, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Ms Trang Vuong,,Trách nhiệm hữu hạn
Kế toán tổng hợp,['Hồ Chí Minh'],04/12/2024,"Kế toán / Kiểm toán , Xây dựng",Nhân viên chính thức,15 Tr - 20 Tr VND,3 - 5 Năm,Nhân viên,26/12/2024,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DƯNG TÂN BÌNH,"51 Hoàng Việt, Phường 4, Quận Tân Bình, TP Hồ Chí Minh",Phòng nhân sự,25-99,Cổ phần
Digital Marketing Manager,['Hồ Chí Minh'],02/12/2024,Giáo dục / Đào tạo,Nhân viên chính thức,Cạnh tranh,7 - 12 Năm,Quản lý,15/12/2024,,,,,
Medical Affairs Senior Executive,['Hồ Chí Minh'],06/12/2024,"Dược phẩm , Y tế / Chăm sóc sức khỏe",Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên,22/12/2024,DAIICHI SANKYO,"Tầng 6, Tòa nhà Havana, Số 132 Đường Hàm Nghi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Phòng Nhân Sự,25-99,100% vốn nước ngoài
3D Modeling & Drafter,['Hồ Chí Minh'],05/12/2024,Mỹ thuật / Nghệ thuật / Thiết kế,Nhân viên chính thức,15 Tr - 20 Tr VND,,Nhân viên,21/12/2024,CÔNG TY CỔ PHẦN KIWOOZA EDUTAINMENT VIETNAM,"9A Trần Văn Trà, Phường Tân Phong, Quận 7",HR Dept.,100-499,Cổ phần
Operations Service Manager,['Hồ Chí Minh'],05/12/2024,"Dịch vụ khách hàng , Quản lý điều hành , Ngành khác",Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Quản lý,21/12/2024,DIGI-TEXX VIETNAM,"2nd Floor, Anna Building, Quang Trung Software City, Dist. 12",Ms. Huyền,1.000-4.999,Trách nhiệm hữu hạn
English Teacher For Kids [District 7],['Hồ Chí Minh'],05/12/2024,"Giáo dục / Đào tạo , Biên phiên dịch , Ngành khác",Nhân viên chính thức,8 Tr - 10 Tr VND,Trên 1 Năm,Nhân viên,15/12/2024,,,,,
NHÂN VIÊN THI CÔNG - BẢO TRÌ ĐIỆN,['Hồ Chí Minh'],02/12/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Bảo trì / Sửa chữa",Nhân viên chính thức,10 Tr - 16 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,THỜI TRANG LINING_CÔNG TY TNHH QUỐC TẾ HẢI LONG,"Tầng 2, Tòa Handiresco, số 31 Lê Văn Lương, P.Nhân Chính, Q.Thanh Xuân, Thành phố Hà Nội, Việt Nam",Bộ phận Tuyển dụng,1.000-4.999,Cổ phần
Nhân viên Kinh Doanh B2B ( Lương thưởng hấp dẫn),"['Hà Nội', 'Hồ Chí Minh']",03/12/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , In ấn / Xuất bản",Nhân viên chính thức,"1,200 - 1,500 USD",1 - 2 Năm,Nhân viên,31/12/2024,CÔNG TY TNHH TM DV KT TOÀN ẤN,"52/11 Vĩnh Phú 10, Vĩnh Phú, Thuận An, Bình Dương",PHẠM THỊ THANH TRÚC,25-99,Trách nhiệm hữu hạn
Nhân viên thiết kế nội thất,['Hồ Chí Minh'],04/12/2024,"Mỹ thuật / Nghệ thuật / Thiết kế , Nội ngoại thất",Nhân viên chính thức,10 Tr - 16 Tr VND,2 - 3 Năm,Nhân viên,31/12/2024,CHI NHÁNH CÔNG TY CP THIẾT BỊ VỆ SINH CAESAR VIỆT NAM,"Lô số 21, đường 5 A, KCN Tân Tạo, P. Tân Tạo A, Q. Bình Tân, TP.HCM",Ms. Liên,25-99,Cổ phần
Chuyên viên Truyền thông,['Hồ Chí Minh'],02/12/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Nhân viên,18/12/2024,CÔNG TY TNHH HAMOON,"SV04, Villas Hà Đô 766 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",HRD,25-99,Trách nhiệm hữu hạn
UI/UX Designer,['Hồ Chí Minh'],05/12/2024,"Tiếp thị / Marketing , Mỹ thuật / Nghệ thuật / Thiết kế",Nhân viên chính thức,Lên đến 15 Tr VND,2 - 3 Năm,Nhân viên,14/12/2024,TẬP ĐOÀN GIÁO DỤC ĐẠI TRƯỜNG PHÁT,"168 Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành phố Hồ Chí Minh",Phòng Nhân sự,500-999,Trách nhiệm hữu hạn
HO - CHUYÊN GIA QUẢN LÝ HIỆU SUẤT CÔNG VIỆC,[],,,,,,,,,,,,
Sales Manager (hoá chất & dầu nhờn),['Hồ Chí Minh'],29/11/2024,"Bán hàng / Kinh doanh , Hóa học",Nhân viên chính thức,40 Tr - 55 Tr VND,Trên 5 Năm,Quản lý,31/12/2024,CÔNG TY TNHH JOB HOUSE,"201B, 2nd Floor V-Tower Building, No. 649 Kim Ma, Ngoc Khanh Ward, Ba Dinh District, Hanoi City, Vietnam",Job House,10-20,Trách nhiệm hữu hạn
"Nhân viên kinh doanh nội địa sản phẩm sấy, hạt, cafe",['Hồ Chí Minh'],04/12/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Thực phẩm & Đồ uống",Nhân viên chính thức,9 Tr - 14 Tr VND,1 - 5 Năm,Nhân viên,30/11/2024,CÔNG TY CỔ PHẦN NAFOODS GROUP,"số 47, Nguyễn Cảnh Hoan, Phường Quán Bàu, TP Vinh",Công ty cổ phần Nafoods Group,500-999,Cổ phần
Chuyên viên marketing DVKH (chủ đầu tư BĐS),['Hồ Chí Minh'],05/12/2024,"Bất động sản , Tiếp thị / Marketing",Nhân viên chính thức,20 Tr - 25 Tr VND,3 - 10 Năm,Trưởng nhóm / Giám sát,15/12/2024,CÔNG TY CP ĐẦU TƯ IMG,"41- 43 Trần Cao Vân, P. Võ Thị Sáu, Quận 03, Tp.HCM",HR Dept,200,Cổ phần
Trưởng nhóm Tuyển dụng - ngành Thời trang bán lẻ (Giao tiếp Tiếng Anh),['Hồ Chí Minh'],05/12/2024,"Tư vấn , Quản lý điều hành , Nhân sự",Nhân viên chính thức,15 Tr - 25 Tr VND,Trên 3 Năm,Trưởng nhóm / Giám sát,13/12/2024,CÔNG TY TNHH ANTA SPORTS VIỆT NAM,"Phòng 612, Tầng 6, Tòa nhà Friendship, Số 31, Đường Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, Quận 1, TP Hồ Chí Minh",Phòng Nhân sự,100-499,Trách nhiệm hữu hạn
CHUYÊN VIÊN THẨM ĐỊNH GIÁ,['Hồ Chí Minh'],03/12/2024,"Ngân hàng , Tài chính / Đầu tư , Bất động sản",Nhân viên chính thức,11 Tr - 20 Tr VND,Lên đến 1 Năm,Nhân viên,31/12/2024,CÔNG TY CỔ PHẦN THẨM ĐỊNH GIÁ THƯƠNG TÍN SACOMVALUE,"34 Hoàng Việt, Phường 4, Quận Tân Bình, HCM",PHẠM THỊ KIM YẾN,25-99,Cổ phần
Associate Event Manager – Abbott Pharmaceutical,['Hồ Chí Minh'],04/12/2024,Dược phẩm,Nhân viên chính thức,Cạnh tranh,5 - 8 Năm,Quản lý,12/12/2024,ABBOTT,"2 Ngo Duc Ke, Dist 1, Ho Chi Minh City",Talent Acquisition Team,1.000-4.999,100% vốn nước ngoài
GIÁO VIÊN KỸ NĂNG,['Hồ Chí Minh'],01/12/2024,"Giáo dục / Đào tạo , Nhân sự",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Nhân viên,10/12/2024,,,,,
[GẤP] Chuyên Viên Pháp Lý Dự Án,['Hồ Chí Minh'],02/12/2024,"Luật / Pháp lý , Xây dựng",Nhân viên chính thức,15 Tr - 18 Tr VND,3 - 5 Năm,Nhân viên,10/12/2024,,,,,
Content Creator & Video Editor,['Hồ Chí Minh'],02/12/2024,"Tiếp thị / Marketing , Điện / Điện tử / Điện lạnh , Quảng cáo / Đối ngoại / Truyền Thông",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,11/12/2024,CÔNG TY TNHH SUUNTO ADVENTURE (VIETNAM),"Shophouse SH05-06, Số 12 Đường B4, Khu Saritown, KĐT Sala, Phường An Lợi Đông, Thành Phố Thủ Đức, TP HCM",Nhân Sự,,Trách nhiệm hữu hạn
Machine Learning Engineer,['Hồ Chí Minh'],02/12/2024,"Điện / Điện tử / Điện lạnh , CNTT - Phần mềm , Cơ khí / Ô tô / Tự động hóa",Nhân viên chính thức,12 Tr - 25 Tr VND,1 - 2 Năm,Nhân viên,11/12/2024,CÔNG TY TNHH GREYSTONE DATA SYSTEMS VIỆT NAM,"Địa chỉ tại VN: Lô 62, KCX Linh Trung II, Quận Thủ Đức, Tp. HCM; Địa chỉ tại US: 3179 Skyway Ct. Fremont CA 94539 USA. ĐT: 510-661-6793 Fax: 510-661-2105",Mr.Định - ĐT,500-999,100% vốn nước ngoài
Thư ký Buồng phòng,['Hồ Chí Minh'],02/12/2024,"Hành chính / Thư ký , Nhà hàng / Khách sạn",Nhân viên chính thức,"7,5 Tr - 10 Tr VND",1 - 2 Năm,Nhân viên,30/11/2024,CÔNG TY TNHH NHẬT HẠ - KHÁCH SẠN NHẬT HẠ,"12-14-16 Cao bá Quát, Phường Bến Nghé, Quân",Hảo,100-499,Trách nhiệm hữu hạn
Chuyên Viên Hỗ Trợ Chính Sách Vay,['Hồ Chí Minh'],02/12/2024,Bất động sản,Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Nhân viên,31/01/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ NAM LONG,"6 Nguyễn Khắc Viện , P.Tân Phú, Quận 7, TP.HCM",HR Department,100-499,Cổ phần
Chuyên viên quản trị rủi ro,['Hồ Chí Minh'],29/11/2024,"Kế toán / Kiểm toán , Sản xuất / Vận hành sản xuất , Xây dựng",Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên,08/12/2024,CÔNG TY CỔ PHẦN CƠ KHÍ XÂY DỰNG THƯƠNG MẠI ĐẠI DŨNG,"121-123 Bạch Đằng, P.2, Tân Bình, Hồ Chí Minh",Ms.Hiếu - Bạch Đằng,,Cổ phần
Trưởng Phòng Đối Ngoại – Truyền Thông,['Hồ Chí Minh'],29/11/2024,"Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông , Bất động sản",Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Trưởng nhóm / Giám sát,08/12/2024,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN HƯNG LỘC PHÁT,"928 Lê Văn Lương, Phước Kiển, Nhà Bè, Hồ Chí Minh",Phòng nhân sự,,
NHÂN VIÊN SÁNG TẠO NỘI DUNG – CONTENT CREATOR,['Hồ Chí Minh'],01/12/2024,Quảng cáo / Đối ngoại / Truyền Thông,Nhân viên chính thức,10 Tr - 12 Tr VND,Trên 1 Năm,Nhân viên,31/12/2024,CÔNG TY XÂY DỰNG HÀNG RÀO BIỆT THỰ (VILLAFENCES),"Số 2 Nguyễn Thế Lộc, Phường 12, Tân Bình",Ms.Duyen,100-499,Trách nhiệm hữu hạn
MARKETING KIÊM SALES CORPORATE,['Hồ Chí Minh'],27/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Nhà hàng / Khách sạn",Nhân viên chính thức,12 Tr - 20 Tr VND,2 - 10 Năm,Nhân viên,31/12/2024,CÔNG TY TNHH NHÀ HÀNG LÀNG VIỆT,"15-17 Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",TRẦN PHƯƠNG TÚ,100-499,Trách nhiệm hữu hạn
Software - Project Manager,['Hồ Chí Minh'],27/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Trưởng nhóm / Giám sát,30/11/2024,CÔNG TY TNHH CÔNG NGHỆ B2B,"Tầng 12B, Tòa nhà Cienco4, 180 Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",HR,,Trách nhiệm hữu hạn
Chuyên viên phân tích dữ liệu (Data Analyst),['Hồ Chí Minh'],27/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,3 - 8 Năm,Nhân viên,08/12/2024,CÔNG TY TNHH CÔNG NGHỆ B2B,"Tầng 12B, Tòa nhà Cienco4, 180 Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",HR,,Trách nhiệm hữu hạn
Product Manager,['Hồ Chí Minh'],28/11/2024,"Tiếp thị / Marketing , Y tế / Chăm sóc sức khỏe , Dược phẩm",Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Quản lý,07/12/2024,CÔNG TY CỔ PHẦN DƯỢC PHẨM VIỆT HÀ,"Số 4 Lô A, Trường Sơn, Phường 15, Quận 10, Tp. HCM",Ms. Sương,,Cổ phần
Chuyên viên Vận hành hệ thống ERP,['Hồ Chí Minh'],05/12/2024,CNTT - Phần mềm,Nhân viên chính thức,15 Tr - 17 Tr VND,3 - 5 Năm,Nhân viên,03/01/2025,"VIET HAN CONCRETE JSC.,","24-26 đường số 8B,phường An Phú,Quận 2,Tphcm.",Viet Han Concrete,100-499,Cổ phần
"Customer Service Executive (Food Testing Service, 8-month contract )",['Hồ Chí Minh'],05/12/2024,"Dịch vụ khách hàng , Công nghệ sinh học , Công nghệ thực phẩm / Dinh dưỡng",Thời vụ/ Nghề tự do,Cạnh tranh,2 - 3 Năm,Nhân viên,03/01/2025,TÜV SÜD VIETNAM,"Lầu 4, Tòa nhà Bohemia SaiGon, Lô 3, Đường 19/5A, KCN Tân Bình, Q. Tân Phú",Phòng Nhân Sự,100-499,Trách nhiệm hữu hạn
GIÁM SÁT LẮP ĐẶT,['Hồ Chí Minh'],05/12/2024,"Nội ngoại thất , Kiến trúc , Xây dựng",Nhân viên chính thức,12 Tr - 14 Tr VND,1 - 2 Năm,Nhân viên,03/01/2025,CÔNG TY TNHH QUỐC TẾ SUOFEIYA VN,"107-109-111 Đường số 32. Phường Bình Trị Đông B, Quận Bình Tân, TP.HCM",Phòng HCNS,25-99,Trách nhiệm hữu hạn
Event Planner,['Hồ Chí Minh'],02/12/2024,"Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông , Tổ chức sự kiện",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,31/12/2024,CÔNG TY TNHH PER-FECTIV VIỆT NAM,"Lầu 6, 85 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1",Ms. Bùi Dương Minh Châu,25-99,Nhà nước
KẾ TOÁN BÁN HÀNG KIÊM CÔNG NỢ PHẢI THU,['Hồ Chí Minh'],05/12/2024,"Bán hàng / Kinh doanh , Kế toán / Kiểm toán",Nhân viên chính thức,10 Tr - 13 Tr VND,1 - 3 Năm,Nhân viên,03/01/2025,CÔNG TY TNHH DƯỢC PHẨM SWISS VITA,"68 Hiền Vương, Phường Phú Thạnh, Quận Tân Phú, Thành Phố Hồ Chí Minh",HR,,Trách nhiệm hữu hạn
Chuyên viên Digital Marketing,['Hồ Chí Minh'],02/12/2024,Tiếp thị / Marketing,Nhân viên chính thức,15 Tr - 18 Tr VND,2 - 5 Năm,Nhân viên,31/12/2024,CÔNG TY TNHH THIÊN THỦY MỘC,"Tòa nhà VMT, ngõ 82 Duy Tân, Cầu Giấy, Hà Nội",Công ty TNHH TM Thiên Thủy Mộc,100-499,Cổ phần
Electronics Engineer,"['Bình Dương', 'Hồ Chí Minh', 'Đồng Nai']",02/12/2024,"Điện / Điện tử / Điện lạnh , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,2 - 6 Năm,Nhân viên,31/12/2024,EAST WEST INDUSTRIES VIETNAM LLC.,"No. 21 Street Dan Chu, VSIP 2, Hoa Phu Ward, Thu Dau Mot City, Binh Duong, Viet Nam",Recruitment Team,1.000-4.999,Trách nhiệm hữu hạn
Trưởng Nhóm Kế Hoạch Vật Tư,"['Bình Dương', 'Hồ Chí Minh']",01/12/2024,"Bán hàng / Kinh doanh , Thu mua / Vật tư",Nhân viên chính thức,13 Tr - 15 Tr VND,Trên 2 Năm,Trưởng nhóm / Giám sát,30/12/2024,CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ,"Tầng 2, Tòa nhà FPT Tân Thuận. 29B-31B-33B đường Tân Thuận, KCX Tân Thuận",Tuyển dụng Sen Đỏ,,Cổ phần
Giám sát Bảo trì,['Hồ Chí Minh'],30/11/2024,"Bảo trì / Sửa chữa , Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh",Nhân viên chính thức,Cạnh tranh,1 - 5 Năm,Trưởng nhóm / Giám sát,29/12/2024,SAINT-GOBAIN VIETNAM,"Tòa nhà Sofic, 10 Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Tp.HCM",HR Dept,,Công ty đa quốc gia
KOLs/KOCs Affiliate Executive,['Hồ Chí Minh'],28/11/2024,"Tiếp thị / Marketing , Tiếp thị trực tuyến , Thực phẩm & Đồ uống",Nhân viên chính thức,8 Tr - 12 Tr VND,1 - 2 Năm,Nhân viên,27/12/2024,CÔNG TY CỔ PHẦN GOODY GROUP,"139 Pasteur, Phường Võ Thị Sáu, Quận 3, Tp. HCM",HR Dept,100-499,Cổ phần
Export Development Manager,['Hồ Chí Minh'],29/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Quản lý,28/12/2024,DALAT HASFARM,"450 Nguyên Tử Lực, P8, Tp. Đà Lạt",Mr. Nguyễn An Vượng,1.000-4.999,Trách nhiệm hữu hạn
NHÂN VIÊN QUY TRÌNH,['Hồ Chí Minh'],26/11/2024,"Hành chính / Thư ký , Nhân sự , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,8 Tr - 12 Tr VND,1 - 3 Năm,Nhân viên,25/12/2024,CÔNG TY CỔ PHẦN VÀNG BẠC ĐÁ QUÝ LỘC PHÚC,"532-534 Cộng Hòa, Phường 13, Quận Tân Bình, TP.HCM",HR Dept,,Cổ phần
VIDEO EDITOR (LĨNH VỰC THỂ THAO),['Hồ Chí Minh'],26/11/2024,"Tiếp thị / Marketing , Giải trí , Quảng cáo / Đối ngoại / Truyền Thông",Nhân viên chính thức,12 Tr - 18 Tr VND,3 - 5 Năm,Nhân viên,25/12/2024,CÔNG TY TNHH CÔNG NGHỆ THỂ THAO OOKK,"Tầng 5, Tòa nhà Victory Tower, Số 12 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",HR,10-20,Trách nhiệm hữu hạn
Chuyên viên Quan hệ Khách hàng Cá nhân (Toàn quốc),"['Lào Cai', 'Hồ Chí Minh', 'Bến Tre']",28/11/2024,"Bán hàng / Kinh doanh , Ngân hàng",Nhân viên chính thức,Cạnh tranh,,Nhân viên,27/12/2024,NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI ( SHB ),77 Trần Hưng Đạo - Hoàn Kiếm - Hà Nội,Trung tâm Dịch vụ Nhân sự,5.000-9.999,Cổ phần
